id,b,c,v,t
40013052,40,13,52,"þa sægde he heom. for-þan is ælc læred bokere on heofene riche ge-lic þam heordes ealdre þe forð-bringð of hys gold-horde nywe þing & ealde."
40013053,40,13,53,"Ænd hyt wæs geworðen þa se hælend ge-endode þas byspell. þa ferde he þanon."
40013054,40,13,54,"& þa he com to hys earde he lærde hyo on heora samnungen swa þæt hyo wundredon & cwæðen. hwanen ys þisum. þes wisdom & þis maigen."
40013055,40,13,55,"Witodlice þes is smiðes sune. & hu ne hatte his moder MARie & hys broðra iacob & ioseph. & symon & iudas."
40013056,40,13,56,"& hu ne synd ealle hys swustre mid us. hwanen synðon þisen ealle þas þing."
40013057,40,13,57,"& hyo wæren untreowsede  on him. Ða soðlice saigde se hælend heom. nis nan witege buton wurðscipe bute on hys earde. & on his huse."
40013058,40,13,58,"& he ne worhte þær manega mænege  buto for heora ungeleaffulnysse."
40014001,40,14,1,"On þare tide ge-herde herodes se feorþan dæles rice þas hælendes hlysan."
40014002,40,14,2,"& þa sægde he his cnihten. þes is iohannes se fulluhtere þe ic be-heafdede he aras of deaðe. & for þam synde þas wundre gefremede on him."
40014003,40,14,3,"Soðlice herodes nam Iohannem & ge-band hine. & sette on cwarterne. for þam wife herodiade philippus his broðor."
40014004,40,14,4,"Iohannes him sægde. nis þe alyfed hy to wife to hæbbenne"
40014005,40,14,5,"& þa þe he hine of-slean wolde he adrede him þæt folc for þam þe hyo hafdon hine for ænne witege."
40014006,40,14,6,"Ða on Herodes gebyrd-dayge. tumbede þær herodiadisse dohtor be-forem (sic) hym & hit likede herode."
40014007,40,14,7,"Ða be-het he mid aþe hire to gyfene swa hwæt swa hyo hine bæde."
40014008,40,14,8,"Ða cwæð hyo. fram hire moder ge-meneged. Syle me on anen disce Iohannes heafed þas fulluhteres."
40014009,40,14,9,"Ða wæs se kyng unbliðe. for þam aþe. & for þam þe him sæten mide."
40014010,40,14,10,"& he asende þa & be-hæfdede iohanne on þam cwærterne."
40014011,40,14,11,"& man brohte þa his heafod on anen disce. & sealde þam maidene. & þæt maiden hire moder."
40014012,40,14,12,"Ænd þa ge-neahlahten his leorning-cnihtes & namen his lichame. & be-berigedon hine. & coman & kyddan hit þam hælende."
40014013,40,14,13,"Þa se hælend þæt ge-hyrde þa ferde he þanen on-syndron on anum scype. & þa þa gangendon manigeo þt ge-hyrdon hyo felgdon hym of þam burgen."
40014014,40,14,14,"& þa he þanen ferde. he ge-seah mycele menigeo. & he heom ge-miltsede & ge-hælde þa untruman."
40014015,40,14,15,"Soðlice þa hyt wæs æfen ge-worðen. him to neahlahton hys leorning-cnihtes & him to cwæðen. Ðeos stowe is weste & time ys forð agan. for-læt þas mænigeo þæt hyo faren in-to þas burgen. & heom mëte byggen."
40014016,40,14,16,"Ða cweð se hælend to heom. næbbeð hyo neode to farene sylle ge heom etan."
40014017,40,14,17,"Ða andswereden hyo we næbbeð her buton fif hlafes. & twegen fixsas."
40014018,40,14,18,"Ða cwæð se hælend. bringeð me hider."
40014019,40,14,19,"Ænd þa he het þa mænigeo ofer þt gærs sitton. & he nam þa fif hlafes & twegen fixas. & be-seah on þonne heofene & bletsode. Bræc þa þa hlafes & sealde hys leorning-cnihten. & hyo þam folce."
40014020,40,14,20,"& hyo æten ealle. & wæren ge-fylde. & hyo namen þa lafe twelf wylien fulle. þare britsene."
40014021,40,14,21,"Soðlice þare etendra ge-tel wæs fif þusenda weran. buton wifan & childon."
40014022,40,14,22,"Ænd þa sona het se hælend his leorning-cnihtas on scyp astigan. & to-foram (sic) hym faren ofer þanne muþun. oð ðæt he þa mænigeo for-lete."
40014023,40,14,23,"Ænd þa he hyo for-læten hafde. he eode on þanne munt. & hine þær ane ge-bæd. Soðlice þa hyt æfen wæs he wæs ana þær."
40014024,40,14,24,"Witodlice wæs þæt scyp of yþum to-torfod. for-þan þe hit wæs strang wind."
40014025,40,14,25,"Þa com se hælend embe þane feorþan ancred (sic) to heom ofer þa sæ gangende."
40014026,40,14,26,"Þa hyo ge-seagen þæt hyo wurðon þa gedrefde. & for þam eige cleopoden & cwæðen þus. Soðlice hit is scinlac."
40014027,40,14,27,"Ða spræc se hælend. & cweð. hæbbeð ge-leafan. ich hit eom nellen ge eow on-dræden."
40014028,40,14,28,"Ða andswerede hym petrus. & cwæð. Drihten gyf þu hit ert. hat me cuman to þe ofer þas watere."
40014029,40,14,29,"Þa cwæð he. cum to me. Ða eode petrus of þam scype ofer þæt wæter. þæt he to þam hælende come."
40014030,40,14,30,"Þa he ge-seah þanne strange wind he him on-drædde. Ða he warð gedofon he cweð. drihton ge-do me halgan."
40014031,40,14,31,"And þa rædlice he ge-feng hyne & þus cwæð. litles ge-leafenes hwi tweonodost þu."
40014032,40,14,32,"& þa hy wæren on scype ge-swac se wind."
40014033,40,14,33,"Soðlice þa þe on þam scype wæron comen & to him ge-bædon & þus cwæðen. Soðlice þu ert godes sune."
40014034,40,14,34,"& þa hyo ofer-seigledon hyo comen on þæt land genesareth."
40014035,40,14,35,"& þa þæt folc hine ge-cneow hyo sentten geond eall þæt land. & brohton to him ealle untrume."
40014036,40,14,36,"& hine bædon. þæt hyo hwure-þinge hys reafes fned æt-rinen. & swa hlylce (sic) hys æt-rinen. wurðen hale."
40015001,40,15,1,"Ða comen to him fram ierusalem þa bokeras. & þa fariseisse. & cwæðen."
40015002,40,15,2,"Hwi for-gymeð þine leorningcnihtas ure ealdran læge. ne þweað hy heore handen þanne hye mette þiggiað."
40015003,40,15,3,"Þa andswerede se hælend heom. & hwi for-geme ge godes bebod for eowre lage."
40015004,40,15,4,"witodlice god cwæð. wurþe þinne fæder & þine moder. & se þe weregeð his fader & his moder swelte he deaðe."
40015005,40,15,5,"Soðlice ge cweðeð  þe."
40015006,40,15,6,"& ne wurðiað  fader & moder. & ge for naht dydon godes be-bod for eower lage."
40015007,40,15,7,"La liceteras wel be eow witegede ysaias se witega. þa he cweð."
40015008,40,15,8,"þis folc me mid welerum wurðað. & heora heorte is feor fram me."
40015009,40,15,9,"butan intingan hio me wurðiað  manna lare."
40015010,40,15,10,"& he þa þam manigen to-gædere clypedon þus cwæð. ge-hyreð & on-gyteð."
40015011,40,15,11,"ne be-smit þanne man þæt on hys muð gæð. ac hine be-smït þæt of hys muþes heorte gæð."
40015012,40,15,12,"Þa ge-neahlahten his leorning-cnihtas hym & cwæðan. Wast þu þt þa fariseiscan synde gedrefede þisen worden gehyrden."
40015013,40,15,13,"Ða andswerede he heom ælc plantung þe min heofenlice fæder ne plantode byoð awyrt-waleð (sic)."
40015014,40,15,14,"Lateð hy. hy sinden blinde. & blindere ladtewes. Se blinde. gyf he blindne læt. hyo falleð bege on ænne pett."
40015015,40,15,15,"Ða andswerede him petrus & cwæð. areche us þis bispel."
40015016,40,15,16,"Þa andswerede he hym. & synd ge geot buton andgytte."
40015017,40,15,17,"Ne on-gyte ge. þæt all þæt on þanne muð gæð. gæð on þa wambe. & byð on forðgan asended."
40015018,40,15,18,"Soðlice þa þing þe of þam muðe gað cumeð of þare heorte. & þa besmitað þanne mann."
40015019,40,15,19,"Of þare heorte cumeð þa yfele þankes. manslehtes unriht-hameðe. forleira. stale. lease gewitnesse. talliche word."
40015020,40,15,20,"Ðis synde þa þing þe þanne man be-smyteð. Ne be-smyt þanne man þah he unwesscena hande ëte."
40015021,40,15,21,"Ænd þa ferde se hælend þanen on tyrisce. & sydonisse endes."
40015022,40,15,22,"& efne of þa chananeisscen gemæron clypede sum wif & cwæð. Drihten dauides sunu ge-miltse me. min dohter ys yfele mid deofle ge-dreht."
40015023,40,15,23,"Þa ne ge-andswerede he hire. ða ge-neahlahton his leorning-cnihtas ænd hym to cwæðen. for-læt hyo for-þan hyo clypað æfter us."
40015024,40,15,24,"Ða andswerede he. ne eom  ich asend buton to þam scepan þe for-wurðen of israele huse."
40015025,40,15,25,"Ða com hyo & hyo to hym ge-bæd. & þus .. Drihten ge-fylst me."
40015026,40,15,26,"Ða cwæð he. nis hit na god þt man nyme beornan hlæf. & hunden weorpan."
40015027,40,15,27,"Ða cwæð hyo. Drihton þæt ys soð. Witodliche þa hwelpas æteð þa cruman þe of heora hlaferdes beodan falleð."
40015028,40,15,28,"Ða andswerede drihten hyre. Eala þu wif mychel is þin ge-leafe. ge-wurðe þe eall swa þu wille. & þa of þare tide wæs hire dohter hall geworðen."
40015029,40,15,29,"Ða se hælend þanen ferde. eft he com wið þa galileisscan sæ. & ästah on þanne munt. & þær sæt."
40015030,40,15,30,"Þa genehlahten him to michele menige hæbbende mid heom manega healte & blinde & samhale & manega oðre. & aleigdon to hys foten. & he ge-hælde þa."
40015031,40,15,31,"þæt þa maniga wundredon ge-seonde. dumbe spekende. healte gangende. blinde ge-seonde. & hyo marseden israele god."
40015032,40,15,32,"Þa cwæð se hælend to-gadere ge-clypedon his leorning-cnihton. Ðisse manigeo ich gemiltsige for-þan hyo ðry dages mid me wunedon. & hyo næbbeð hwæt hyo eatan. & ich hyo nelle festende for-læten. þi-læs hyo on weige teorian."
40015033,40,15,33,"Ða cwæðen hys leorning-cnihtes. hwær nime we swa fele hlafe on þis westene þt we gefyllen swa mychele manigeo."
40015034,40,15,34,"Þa cweð he. hu fele hlafe hæbbe ge. Ða cwæðen hyo. Seofona & feawe fisca."
40015035,40,15,35,"Ænd he be-bead þa. þæt syo manigeo sæte ofer þare eorðan."
40015036,40,15,36,"Ænd he nam þa. þa seofe hlafes. & þa fixsas. & bræc. & sealde his leorning-cnihten. & hyo sealden þam folke."
40015037,40,15,37,"& hyo æten ealle. & wæren ge-fyllede. & þæt to lafe wæs of þam broccan hyo naman seofan wilian fulle."
40015038,40,15,38,"Witodlice þa þær æten wæren feower þusend manne buton childen & wifen."
40015039,40,15,39,"& he for-let þa þa manigeo & eode on scyp. & com on þa ændes magedon."
40016001,40,16,1,"& þa ge-nehlahten him to pharisei & saducei. & costned & beedden hine  þt he heom sum taken of heofene äteawede."
40016002,40,16,2,"Ða andswerede he heom & cwæð. On æfen ge cweðeð to-morgen hit beoð smolt weder. þis heofene is read."
40016003,40,16,3,"& on morgen ge cwedeð to-daig hit beoð reu  weder. þeos lift scinð un-wederliche. nu cunne ge to-cnawen heofenes heow. witodlice ge ne mugen witen þare tide tackne."
40016004,40,16,4,"Seo yfele cneorys. & unriht-hamende tacne secð & hire ne beoð ge-seald bute ionases tacne þas witege. & þa ferde he & heom for-lëët."
40016005,40,16,5,"& his leorning-cnihtes comen ofer þanne muþan. & hyo for-gæten þæt hyo hlafes naman."
40016006,40,16,6,"& þa sægdon he. gymeð & warniað eow fram þam bearman fariseorum & saduceorum."
40016007,40,16,7,"þa þohten hyo be-twux heom & cwæðen. nimen we hlafes mid üs."
40016008,40,16,8,"Ða se hælend wiste heore þankes he cwæð to heom. hwæt þence ge be-tweox eow. litles ge-leafan. þæt ge hlafes næbbeð"
40016009,40,16,9,"ne understande ge gyt ne ne ge-þenceð þare fif hlafe & þare fif þusende manne. & hu fele wiliene ge naman?"
40016010,40,16,10,"& þare seofe hlafen. & fewer þusende manne. & hu fele wilian ge namen?"
40016011,40,16,11,"Hwi ne on-gyte ge geot þæt ich ne saigde be hlafe warniað  eow fram þam beorman fariseorum & saduceorum."
40016012,40,16,12,"þa on-gæten hy þt he ne sæde warniað fram hlafe beorman ac fram lare fariseorum & saduceorum."
40016013,40,16,13,"menn þæt sy mannes sunu."
40016014,40,16,14,"Ða cwæðen hyo sume Iohannen þanne fulluhtere. sume heliam. sume ieremiam. oððe an þare witegan."
40016015,40,16,15,"Ða sæide he. hwæt segge ge þæt ich syo."
40016016,40,16,16,"Ða andswerede hym petrus. Þu eart þas lefiendes godes sunu."
40016017,40,16,17,"þa andswerede hym se hælend. eadig ert þu simon culfran bearn. for-þan hyt þe ne openeð ne un-wreag flæsc ne blod ac min fader þe on heofene ys."
40016018,40,16,18,"& ich segge þe þæt þu ert petrus. & ofer þisne stan ich ge-tymbrie mine chyrcan. &. helle gate ne magen on-gean þa."
40016019,40,16,19,"Ænd þe ich sylle heofena riches kaigen. & swa hwæt swa þu ofer eorþan gebindast. þæt beoð on hefene gebundon. & swa hwæt swa þu un-bindst on eorþan. þt beoð unbundon on heofene."
40016020,40,16,20,"Þa bebead se hælend hys leorning-cnihtes þæt hyo nanen men ne sæden þæt he wære hælend crist."
40016021,40,16,21,"Seððen he on-gan swutelian hys leorning-cnihten þæt he wolde faran to ierusalem. & fele þinge þolian fram yldren & bokeren. & ealdor-mannen. þara sacerda & beon of-slagen. & þridden daige arisen."
40016022,40,16,22,"And þa ge-nam petrus hine on-sundren. & cweð to him. drihten ne ge-wurðe þæt."
40016023,40,16,23,"þa be-seah he hine. & cwæð to petre. gang befte me sathanas. wiðer-ræde þu ert me. for-þan þu nast þa þing þe synd godes ac þa þe synde manne."
40016024,40,16,24,"Ða sæde se hælend hys leorning-cnihten. Gif hwa wile felgian me. wiðsake hine selfne. & neme hys rode & me felgie."
40016025,40,16,25,"Soðlice se þe wile his sawle ge-hæle ge-don he hio for-spille. & se þe wile hyo for me for-spille. se hyo fint."
40016026,40,16,26,"hwæt fremað anigen men. þah he ealne middan-eard ge-strynieð  gif he his sawle for-wyrð þolieð. Oððe hwilc ge-wrixl sylð. se man for his sawle."
40016027,40,16,27,"witodlice mannes sunu ys to cumene on his fæder wuldre mid hys ænglen. & þanne agelt he æig-hwilcan be his agenen mede."
40016028,40,16,28,"Soðlice ich segge eow sume synd her standende þe deað ne onberiað. ær hyo seoð mannes sune cumende on hys fæder riche."
40017001,40,17,1,"& æfter six dagen nam se hælend petrum & Iacobum & Iohanne his broðer. & lædde hyo on-sunder on enne heahne munt."
40017002,40,17,2,"& he wæs geheoweð beforen heom. & hys ansiene scan swa sunne. & his reaf wæren swa hwite swa snaw."
40017003,40,17,3,"ænd efne þa atywde moyses & elias mid him sprekende."
40017004,40,17,4,"þa cwæð petrus to hym. drihten god is us her to beonne. gif þu wilt utan wercan her þreo earding-stowen. þe ane. moyses ane. & helie ane."
40017005,40,17,5,"hym þa gët sprecende. & soðlice þa briht-welcan hyo ofer-scan. & þa efne com stefen of þam wolcne & cwæð. Her ys min leofe sunu. on þan me well ge-likað. ge-hereð hine."
40017006,40,17,6,"& þa hye þis ge-hyrden his leorning-cnihtes hyo fellen on heora ansiene. & hym swiðe adredden."
40017007,40,17,7,"He ge-neahlahte þa & hyo æt-ran & heom to cwæð. Ariseð & ne on-drædeð eow."
40017008,40,17,8,"Þa hyo heora eagen up-ähofen ne geseagen hyo nanne buton þanne hælend sylfne."
40017009,40,17,9,"& ða hyo of þa munte eoden se hælend heom be-bead. & þus cweð. Nanen men ge þis ne seggen ær mannes sune of deaðe arise."
40017010,40,17,10,"And þa axoden hys leorning-cnihtes hine Hwet seggeð  þa bokeres. þæt ge-berige ærest cuman heliam."
40017011,40,17,11,"Þa andswerede he heom. Witodlice helias ys toward & he ge-edniwað ealle þing."
40017012,40,17,12,"Soðlice ich eow segge þæt helïas com & hyo hine ne ge-cneowen. Ac hyo dyden embe hine swa hwæt swa hyo wolden. & swa ys mannes sune eac fram heom to þrowienne."
40017013,40,17,13,"Þa on-geaten hys leorning-cnihtes þæt he hit saigde be iohanne þam fulluhtere."
40017014,40,17,14,"Ænd þa he com to þare manigeo him to ge-nehlahten sume ge-byggenden cneowen to-foren him & cwæðen."
40017015,40,17,15,"Drihten gemiltse minne sune. for-þan þe he ys wel-seoc. & yfel þoleð. oft he falð on fyr. & gelomlice on wætere."
40017016,40,17,16,"& ich brohte hine to þinen leorning-cnihten. & hyo ne myhton hine hælen."
40017017,40,17,17,"Ða andswerede he heom. Eale ge un-geleaffulle. & þweore cneores. hu lange byo ich mid eow. hu lange for-bere ich eow? bringeð hine to me hider."
40017018,40,17,18,"Ænd þa þredde se hælend hine. & se deofel hine for-let. & se cnapa wæs on þare tide ge-hæled."
40017019,40,17,19,"Þa ge-neahlahten his leorning-cnihtes to hym. & hym to cwæðen. digelice. Hwi ne mihte we hine ut-adrifen."
40017020,40,17,20,"Ða cwæð he for heora ungeleaffulnysse. Soðlice on eornest ic eow segge. gyf ge hafden ge-leafan swa mycel swa senepes corn. & ge cwæðen to þissen munte. far heonen. þanne ferde he. & eow ne byeð anyg þing un-myhtig-lic."
40017021,40,17,21,"Soðlice þis kyn ne beoð ut-adrifen buten þurh gebed & fæsten."
40017022,40,17,22,"Ða hyo wunedon on galilea. þa cwæð se hælend. Mannes sune is to syllene on manne hande."
40017023,40,17,23,"& hyo of-slað hine. & he arist on þam þriddan daige. Þa wurðon hyo þearle ge-unrotsede."
40017024,40,17,24,"Ænd þa he com to kafarnaum. þa ge-neahlahton to petre. þa þet gafel namen. & þus cweðen. Eower lareow ne gylt he gafel."
40017025,40,17,25,"þa cwæð he. gyse he deð. & þa he com in-to þam huse. þa cwæð se hælend. Hwæt þincð  kyninges gafol. oððe toll. of hire bernen. hwæðer þe of fremden."
40017026,40,17,26,"Ða cwæð he of fremden. Ða cwæð he. Eornestlice þa barn senden frie."
40017027,40,17,27,"þah-hwæðere. þæt we hi ne  unrotsige. gä to þare sæ. & werp þinne angel ut & nym þanne æreste fisc. & his muð ge-opene. þu finst ænne penig on him. nym þanne & syle for me & for þe."
40018001,40,18,1,"On þare tide geneohlahton his leorning-cnihtas to þam hælende. & cwæðen. Hwa wenst þu is eldre on heofene rice."
40018002,40,18,2,"Ænd þa clypede se hælend enne geongling. & sette on heora midlen"
40018003,40,18,3,"& cweð. Soðlice ic segge eow. bute ge beon ge-cyrde & ge-worðenne swa swa litlingas ne ga ge on heofena riche."
40018004,40,18,4,"Swa hwylc swa hine eadmet. swa þes litling. se ys mare on hefene riche."
40018005,40,18,5,"Ænd swa hwilc swa enne þellicne litlyng on mine naman on-fegð se on-fegð me."
40018006,40,18,6,"Soðlice se þe be-swicð ænne of þissen litlyngen þe on me ge-lyfeð  betere hym ys þæt an cweornstan syo to hys sweoran ge-cnyt. & sye be-sænced on sæs grund."
40018007,40,18,7,"Wa þissen midden-earde þurh swikedomes. Neod ys þæt swicdomes cumen þeah-hwæðere wa þam men. þe swikedom þurh hine cymð."
40018008,40,18,8,"Gyf þin hand oððe þin fot þe swikeð. acherf hine of. & awurp hine aweig fram þe. Betere þe is þt þu gä wan-hal oððe halt to lyfe þanne þu hæbbe twa hande & tweige fet. & syo on eche fer ge-sent."
40018009,40,18,9,"Ænd gyf þin eage þe swicað ahola hyt ut ænd awurp hyt fram þe. Betere þe ys mid anen eage on life to ganne. þanne þu syo mid twam asend on helle fer."
40018010,40,18,10,"Warnieð eow þæt ge ne for-hugien ænne of þissen lytlingen þe ge-lefeð on me."
40018011,40,18,11,"Soðlice mannes sune com to ge-hælenne þæt for-wærð."
40018012,40,18,12,"Hwæt ys eow ge-þuht gyf hwylc man hæfð hund scepe & hym losæð  an of þam. hu ne for-let he anan þa nigon & hund-nigentig on þam munte. & gæð & secð þæt an þe for-wurð."
40018013,40,18,13,"& gyf hit ge-lympð þæt he hit fint. soðlice ic eow segge þæt he swiðre geblidsað for þam anum. þanne for þa nige & hund-negentig þe nä ne loseden."
40018014,40,18,14,"Swa nis wille be-foren eowren fader. þe on heofene ys. þæt an for-wurðe of þysen litlingan."
40018015,40,18,15,"Soðlice gyf þin broðer synegeð wið þe. gä & styr hine. be-twuxe þe & hym sylfen. Gyf he þe ge-hyrð. þu ge-eðstaþelest þinne broðor."
40018016,40,18,16,"Gyf he þe ne ge-hyrð. nym þanne gyt enne to þe oððe twegen. þæt ælc word stande on tweigre oððe on þreora ge-witnysse."
40018017,40,18,17,"Gyf he þanne þe ne gehyrð. segge hit ge-fer-redene. Gyf he hine ne ge-hyrð syo he þe swa swa hæðene & mannful."
40018018,40,18,18,"Soðlice ich segge eow swa hwilce swa ge ge-bindað ofer eorþan þa beoð ge-bundene on heofene. & swa hwilce swa ge ofer eorþan un-bindað. þa beoð on heofene un-bundene."
40018019,40,18,19,"Eft ich eow segge gyf tweigen of eow ge-þwariað ofer eorðan be ælchen þinge þe hyo byddað. hyt ge-wurð hym of minan fæder þe on heofene ys."
40018020,40,18,20,"Ðær tweigen oððe þreo synden on minen namen ge-gadered þær ich eom on heore midlene."
40018021,40,18,21,"Ða ge-nehlahte petrus to hym & cwæð. drihten gyf min broðer synegað wið me mot ic hit hym for-gyfan oððet seofe syþan."
40018022,40,18,22,"Ða cwæð se hælend. ne segge ic þe oððe seofan siðas. ac oððe seofen hund-seofentig siðan."
40018023,40,18,23,"For-þam ys heofene riche an-lich þam kyninge þe his þeowas ge-gaderede."
40018024,40,18,24,"& þa he þt ge-rad sette. hym wæs an broht se him scolde teon þusend punde."
40018025,40,18,25,"& þa he næfde hwær-mid he hyt agulde. hym het his hlaford ge-syllan & his wif & his chyld. & eall þæt he ahte."
40018026,40,18,26,"Ða strehte se þeow hine. & cwæð. Hlaford hafe ge-þyld on me. & ich hit þe eall agylde."
40018027,40,18,27,"Þa ge-miltsede se hlaford hym & for-gef hym eall þanne gylt."
40018028,40,18,28,"Ða se þeowe ut-eode he ge-mette hys efen-þeowan. se hym scolde an hund panegan. & he nam hine þa & for-þresmede hine. & cwæð. Agyf þæt þu me scelt."
40018029,40,18,29,"Ænd þa astrehte hys efen-þeowa hine. & bæd hine. and þus cwæð. Ge-þyldiga. & ic hit þe all agyfe."
40018030,40,18,30,"He þa nolde ac ferde & warp hine on cwærterne oððe þt he him eall agulde & gyfe."
40018031,40,18,31,"Ða ge-seagen his efen (sic) þæt. þa wæren hyo swiðe ge-unrotsode. and coman & sægden heore hlaforde ealle þa dæden."
40018032,40,18,32,"Ða cleopede hys hlaford hine & cwæð to hym. Eala þu leðra þeowa ealne þinne gelt ic þe for-gef for-þam þe þu me bæde."
40018033,40,18,33,"Hu ne ge-berede þe ge-myltsian þine efen-þeowan. swa swa ich þe gemyltsede."
40018034,40,18,34,"Ða wæs se hlaford eorre. & sealde hine þam wicneren (sic). oð ðæt he eall agulde."
40018035,40,18,35,"Swa doð min se heofenlice fæder gyf ge of eowren heorten eowren broðren ne for-gyfað."
40019001,40,19,1,"Ænd þa se hælend ge-ændede þas spræche he ferde fram galilëë & com on iudeissce ændes begeonden iordane."
40019002,40,19,2,"& him felgyde michele manega. & he hy ge-hælde þær."
40019003,40,19,3,"Ða genehlacten hym to farisei hine costniende. & cwæðen. is alyfd anigen men his wif to for-latenn. for anigen þingen."
40019004,40,19,4,"Ða andswerede he heom. ne ræde ge se þe on fruman worhte. he worhte wepman ænd wimman."
40019005,40,19,5,"& cwæð. For-þam se man for-læt fader & moder & hine to hys wife ge-þeot. & beoð tweigen on anen flæsce."
40019006,40,19,6,"Witodlice ne synd hyo twegen ac an flæsc. Ne ge-twæme nam (sic) man þa þe godd ge-samnode."
40019007,40,19,7,"Ða cwæðen hyo. hwi het moyses syllan hiw-gedales boc & hio forlæten."
40019008,40,19,8,"Ða cwæð he moyses for eower heorte heardnysse lyfde eow eower wif to forlæten. Soðlice næs hit on fremde  swa."
40019009,40,19,9,"Soðlice ic segge eow swa hwa swa for-læt hys wif buton forleigre & oðer fettað se unriht-hameð. & se þe for-læte after hym nymð. se unriht-hæmeð."
40019010,40,19,10,"Þa cwæðen hys leorningcnihtes. Gif hit swa ys. þam men mid hys wife. ne fremeð  nane men to wifienne."
40019011,40,19,11,"Þa cwæð he. ne under-foð ealle men þis word. ac þam þe hyt ge-seald ys."
40019012,40,19,12,"soðlice synd be-listnode þe of heore moder innoðe cumað. & eft synd be-listnode þe hye sylfe belistnodon for heofonum rice. under-nime se þe under-nymen mæg."
40019013,40,19,13,"Þa wæren hym ge-brohte litlinges to. þt he hys hand on hyo asette. & hyo gebletsede. Ða þreatode hys leorning-cnihtes hyo."
40019014,40,19,14,"Ða cwæð se hælend. læteð þa litlingas. & nelle ge hyo for-beodan cuman to me. swilcre ys heofena rice."
40019015,40,19,15,"& þa he heom hys hand on asette. þa ferde he þanon."
40019016,40,19,16,"& þa ge-nehlahte hym an man to. & cwæð. Lä gode lareow hwæt godes do ich þæt ich eche lyf hæbbe."
40019017,40,19,17,"Ða cwæð he. Hwæt axost þu me be gode. An god is god. soðlice gyf þu wylt on lyf becuman heald þa bebode."
40019018,40,19,18,"Þa cwæð he hwilce. Þa cwæð se hælend. ne do þu man-slyht. ne do þu unriht-hameð. ne stell þu. ne sæge þu lease gewytnesse."
40019019,40,19,19,"wurðe þinne fæder & þine moder. & lufe þine nextan swa þe selfne."
40019020,40,19,20,"Ða cwæð se geonga. Eall þis ich ge-heold. hwæt ys me gyt wana."
40019021,40,19,21,"Þa cwæð se hælend. Gyf þu wylt beon fulfemed ga & be-chep al þæt þu hafst & syle hyt þearfen. & þonne hæfst þu goldhord on heofene. & cum & folge me."
40019022,40,19,22,"Þa se gonge man gehyrde hys word. þa geode he unrot aweig. Soðlice he hæfde mycele ehte."
40019023,40,19,23,"Witodlice se hælend cwæð to hys leorning-cnihten. Soðlice ich eow segge þæt ærfedlice se wælige gæð on godes riche."
40019024,40,19,24,"& æft ich eow segge þæt æþelicor beoð þam olfende to ganne þurh nædle eage. þanne se welega on heofene riche gä."
40019025,40,19,25,"Ða hys leorning-cnihtes þis ge-hyrdon. hyo wundreden & cwæðen. hwa mæg þys ge-healden."
40019026,40,19,26,"Ða . se hælend un-æðelic þæt ys mid mannen. ac ealle þing synde mid gode æðelice."
40019027,40,19,27,"Þa answerede petrus & cwæð. Nu we for-leten ealle þing & felgden þe. hwæt beoð us to mede."
40019028,40,19,28,"Ða cwæð se hælend. Soð ich eow segge þæt ge þe me felgedon on æchnunge. þanne mannes sune syt on hys magen-þrimme. þæt ge sitteð ofer twelf settl. demende twelf mægðe israel."
40019029,40,19,29,"& ælc þe for-læt for minen namen hys hus oððe hys ge-broðre. oððe hys ge-swustre oððe fæder oððe moder. oððe wif oððe bearn. oððe land. be hundfealden he on-fehð lean & hafð eche lyf."
40019030,40,19,30,"Soðlice manega fyrmeste beoð ytemeste. & ytemeste fyrmesta."
40020001,40,20,1,"Soðlice heofene rice ys ge-lic þam hyrdes ealdre. þe on ernemorgen ut-eode ähyrian wyrhten on hys win-geard."
40020002,40,20,2,"Ge-wordenre ge-cwydredene þam werhtan he sealde ælchen ænne pænig wið hys dæges weorke. he sente hyo on hys win-geard."
40020003,40,20,3,"& þa he ut-eode ymbe under-tide. he ge-seah oðre on stræte ydele standen."
40020004,40,20,4,"Þa cwæð he. ga ge on minne win-geard. & ic gyfe eow þt riht beoð. & hy þa eoden."
40020005,40,20,5,"Eft he ut-eode embe þa syxten & þa nigeþan tyde. & dyde þam swa ge-lice."
40020006,40,20,6,"Ða ymbe þa endlyftan tide heo (sic) ut-geode. & funde oðre standende. & þa sægde he. Hwi stande ge her ealne dayg ydele."
40020007,40,20,7,"Ða cwæðen hye. for-þan þe nan mann us ne herde. Ða . he gað on minne win-geard."
40020008,40,20,8,"Soðlice þa hyt wæs æfen ge-worðen. þa sægde þas wingeardes hlaford hys ge-refen. Clepe þa werhtan. & gyf heom heore mede. agyn fram þam ytemestan. oð þanne fyrmesten."
40020009,40,20,9,"Eornestlice þa ða ge-comen þa ymbe þa ændlyften tide comen. þa onfengen hi ælch hys panig."
40020010,40,20,10,"& þa þe þær ær comen wenden þæt hyo mare scolden on-fon. þa on-fengen hyo sindrie paneges."
40020011,40,20,11,"Ða ongunnen hyo murcnian ongean þanne heorde alder."
40020012,40,20,12,"& þus cwæðen. Ðas ytemestan worhtan ane tïde. & þu dydest hyo ge-liche us. þe bæren byrdene oððe þises dayges hæten."
40020013,40,20,13,"Þa cwæð he andsweriende hyora anen. Eale þu freond ne do ich þe nane teonen. hu ne come þu to me to wyrcenne for ænne panig."
40020014,40,20,14,"nym þæt þe þin ys & gä. ic wille þisen ytemestan gyfan eal swa mycel swa þe."
